word,count
负责人,5
负责管理,6
负载,33
贡献,8
财付,5
财务,3
财富,11
财经,3
责任,4
责任心,31
责任感,4
责微信,2
账务,1
账号,34
账户,15
账本,4
货币,7
货架,2
质量,551
质量体系,12
质量保证,28
质量指标,2
质量标准,2
购物,2
贴合,8
贴图,1
贴纸,10
贴近,4
贷后,1
费用,1
资产,5
资料,6
资格证,4
资深,2
资源,98
资源分配,4
资源管理,50
资讯,5
资质,2
资金,12
资金流,4
赋予,6
赋能,32
赌博,6
赛事,20
赛道,11
走向,2
起量,11
超分,7
超导,2
超过,1
趋势,4
趣味性,2
足够,4
跟踪,144
跟进,266
跨域,4
跨境,5
跨学科,1
跨平台,110
跨端,11
跨网,6
跨部门,19
路况,2
路径,10
路标,1
路由,5
路由器,2
路线,21
路线图,5
路网,4
践行,2
身份,8
车机,2
车流,8
车网,4
车路,11
车载,10
车辆,8
车道,2
轨迹,22
转化,21
转化率,8
转发,8
转变,6
转场,4
转型,3
转帐,1
转录,1
转换,3
转授,4
转接,2
转播,2
转码,4
转账,4
软件,102
软件测试,4
软件缺陷,4
软体,2
软著,2
轻量,2
轻量化,2
载体,2
载具,17
辅助,34
辅助工具,1
辅导,17
输入,2
输入法,10
输出,156
辨识,2
边界,15
边缘,34
达到,10
达成,44
达标,5
迁徙,2
迁移,33
过滤,6
过程,39
运作,7
运动,2
运用,14
运算,11
运维,350
运维性,5
运营,922
运营商,6
运行,75
运行状况,19
运转,5
还原,9
进场,2
进展,6
进行,275
远场,3
远程,3
违规,3
连接,9
连续性,7
迭代,346
述求,1
追求,28
追溯,2
追踪,42
退回,2
退役,2
退款,4
适合,13
适应,7
适用,2
适用性,1
适配,27
逆向,13
选取,4
选品,8
选址,2
选型,121
选择,3
选点,1
选角,4
选路,4
通告,3
通用,56
通用性,12
通话,33
通话质量,1
通道,2
速度,20
造价,6
逻辑,107
逻辑设计,6
遇到,26
道路,11
遮挡,4
遵守,5
避免,2
避障,2
邮件,2
邮箱,20
部件,6
部分,29
部署,96
部门,62
部门级,2
配合,94
配置,34
配置管理,3
酷狗,3
采购,5
采购计划,2
采集,55
采集器,2
里程,2
重保,2
重大项目,4
重放,3
重构,150
重点,73
重点难点,11
重点项目,20
重用,3
量产,4
量化,29
量子,4
量级,2
金属,4
金融,91
金融业务,28
金融交易,7
金融服务,2
金融机构,1
金融类,1
鉴权,6
针对性,23
钱包,6
钻研,18
铜缆,2
银行,9
链云,2
链指,2
链接,2
链条,13
链路,102
销售,3
键盘,2
镜像,12
长线,2
门户,26
门户网站,4
门槛,9
闭环,27
问答,11
问题,220
闯关,2
间接口,2
阅读,2
队列,22
防伪,2
防刷,2
防御,8
防护,14
防控,7
防水,1
防火墙,5
阶段,2
阻断,4
降低,11
降低成本,4
降低生产,1
降噪,4
降本增效,14
降级,1
降维,4
限于,341
限制,2
陪练,4
隐患,12
隔离,7
隶属,1
难关,23
难题,3
集以,6
集合,3
集团,39
集市,9
集成,110
集成商,1
集群,74
集采,1
零售,49
零售商,1
零钱,2
需求,614
需求预测,12
需要,23
静态,6
静音,4
非标,6
非标准,1
面向,72
面向对象,6
面向用户,6
面对,3
革命性,2
靶点,2
音乐,104
音乐榜,2
音乐风格,2
音效,4
音画,14
音视频,122
音质,12
音频,54
音频系统,6
页面,82
顶会,1
顶尖,2
顶级,21
项目,489
项目管理,39
项目组,64
项目经理,4
项目风险,4
顺利进行,2
预估,39
预判,1
预处理,10
预案,12
预测,45
预热,2
预研,291
预算,14
预算编制,5
预见,2
预见性,2
预览,2
预警,7
预防,1
预防性,1
领先,88
领先水平,9
领域,123
领域建模,2
领导,4
领导者,2
领悟,9
频道,1
题库,2
颠覆,2
风口,8
风控,2
风控类,2
风格,5
风格化,2
风险,63
飞车,1
首屏,14
驱力,5
驱动,110
驱动力,1
驱动程序,6
驾驶,27
验收,13
验证,91
验证码,2
骨干,14
骨干网,14
骨骼,7
高可用性,18
高可靠性,5
高品质,21
高度,4
高性能,192
高效率,10
高效能,2
高画质,8
高端,6
高精度,11
高质,5
高质量,136
高防,1
魔方,1
黑产,26
黑灰,2
黑灰产,2
黑灰盒,2
黑盒,8
